0,1
208024,1599916
1793871,203780
496764,137037
1135271,361996
1099221,165478
812842,585491
638778,1694434
877330,904312
968859,245464
1466684,785974
1496838,1746211
380084,904119
80374,937448
1263239,99655
424020,1684963
1176252,760201
1382895,1079874
1190854,1808503
188059,116598
286972,473596
1067998,1441790
160861,614142
1231238,1638677
1222742,128262
1759085,185294
301946,666590
1146150,903555
1135731,350693
86466,916243
1121753,1735779
584889,1283859
1810741,888700
371175,1639366
817650,282346
509412,943846
172284,1378450
592512,193671
407857,1236204
928126,497706
1114595,66387
523737,351530
855177,1386724
1453433,1785498
1368690,1510128
1473789,1597463
419639,948211
1452036,837756
40165,1332990
642242,1211808
1493283,1252252
1263520,392656
594388,1668701
749155,316837
993440,1657712
1793187,1335871
1220473,1764168
422878,762814
534152,1709222
721310,451241
1339924,801166
193754,327177
280874,1225088
1217806,679316
253468,253955
131147,1766871
396823,1327159
1781259,685195
1064415,512430
1409678,160245
538975,729143
452793,1260
257704,125027
869563,672819
742942,1203082
737881,436639
43932,985924
1521324,813170
1285421,529511
872723,1679823
459661,1008266
1037884,869986
927886,1451657
1587706,1636224
1802259,1428508
884293,135396
1090576,253728
1560085,242287
75627,1829607
167249,1153073
934254,629788
794839,1781784
985153,721894
527241,1187945
879847,1202278
826781,39830
343455,94606
1395849,871700
1179875,776738
1425877,418408
1399448,1860465
492072,483070
1585414,710010
276952,1367387
816507,1065532
1515403,356089
784616,1286710
609356,474462
792107,1509656
781536,1462606
1754017,831680
1051370,1051596
887994,612165
1525797,1479443
865653,544363
438101,909597
1309809,1338881
104942,647282
1666463,1488472
542584,321792
16812,1716230
1719609,1754457
892558,1192462
512975,399384
308377,1494010
991124,1223169
543176,241238
1407619,1421362
1238131,959518
979417,316028
1399669,328994
826659,1591595
354902,1759494
117963,1384824
1268421,102082
107076,347587
677944,103159
647171,1160591
119245,989993
1087419,822205
528580,243700
664513,1229878
1502199,1595761
747205,1147270
137546,1673924
472064,970226
602744,1680840
1365651,1150072
1452182,1587381
317486,281299
714358,611254
986275,1780171
1268193,837697
1092436,476180
1028313,344321
1384377,872784
1468329,1476423
1567722,1571840
1853173,659665
1056873,869702
1707779,169562
311934,70434
1782989,483489
844688,1489195
1569733,1565925
249264,1159991
1461777,345301
947216,1529884
1266247,964532
1667031,1522489
1125945,606486
969885,982904
1784608,848990
1461814,122199
208947,997718
1221810,1551376
102438,165343
1798503,279710
1492093,1803531
833670,1125651
460076,1382031
679711,170819
1285345,1486802
123079,1347953
492027,1567463
652687,1302300
1114187,892437
1362606,1660213
352205,953492
871677,974540
541143,1495233
1189137,64040
1172529,1175235
1092658,1210961
795750,1617457
1407958,625000
151011,704798
707221,1591365
155682,597487
748123,772753
1239657,951912
605203,1694005
1243336,1163503
1106752,1538153
1615537,1845007
1046701,446668
609851,1015267
1269496,1194536
1020607,346816
1127269,975938
1283657,1292677
1255528,518007
1192360,1346131
1510922,747903
178293,809035
511673,600590
1152407,71111
1488459,485820
863558,1705244
654024,1502954
1856329,1418612
493212,1520260
1404768,783350
669559,670817
87799,1745640
1294058,1092051
601623,621465
838287,1423139
1449261,781220
1670983,862134
128074,483997
333088,65511
754883,766812
878151,1825654
392133,163493
1786308,1137669
673690,1525539
1000706,505985
1526993,1284784
158902,42904
793789,1257011
727723,1563826
857462,251005
715924,571319
436391,313221
201692,191576
972697,957495
878025,1109827
919380,416833
713960,896430
1853861,947398
414022,483846
1289407,550288
1682932,106382
1174627,1028010
788681,1513302
1145597,1595474
653311,1122267
1198329,192916
505262,1804033
1083063,577796
1167667,1597827
423927,1526491
1120641,217978
317230,1017052
1673398,996520
1130400,15012
1010009,1469695
1154125,1432045
607013,1701210
1731997,674608
1289330,903543
658939,350275
1437851,770906
1443291,1190358
409263,1549444
1278585,434555
483801,932917
1757957,1628590
285400,1792309
384523,1678143
1843258,1708086
1076682,1513758
617190,1658635
484916,1808492
1082710,1197188
782891,272888
936593,1832079
574314,1619961
529579,1824725
782517,1296517
232772,292236
1727725,1691214
215761,46592
1816698,1459225
112880,1577407
1836757,122033
559453,1804098
974157,754621
499017,1200062
1704542,1529191
1039643,1543220
91474,173673
1820755,596973
443623,896755
1604443,666590
609526,1070652
670534,1246041
1400409,1142332
904252,1209319
845167,1694184
461540,1556651
420552,766112
1685014,237110
260186,903918
1849448,84099
1751279,1744080
546109,1669130
847944,680355
384523,1852499
714536,609350
1184433,1144095
469480,143399
25423,847774
810719,616499
442389,702925
903314,1268130
1305342,223653
227974,1071316
566037,1452529
1220105,1476126
1266917,1452105
1411746,208597
1179091,484493
1653409,1661451
716521,1538656
1595012,1309119
1446880,794408
422035,946395
539470,639398
1829868,874362
741744,65943
180740,676024
1280427,1196901
1498281,822073
1739717,542958
1552182,983693
443923,282894
1587247,274069
426176,199394
671346,1211858
1254919,1286091
1053366,1675414
750465,56083
31920,986016
460172,1514926
1799442,783321
1320443,213982
420657,1685177
326679,1649116
396224,1685824
122804,130696
810076,382234
919304,1314735
852705,41053
1412417,1589210
596646,741179
146407,337076
274905,745681
1298520,175868
40878,942951
1127749,402435
32025,1857506
1626907,1144736
1292520,1144036
772014,360407
1163001,872409
1074802,532599
630144,1543869
1377161,1512938
1461925,767554
1738258,778070
273190,815777
173375,1053118
119418,815226
1044982,1155984
1583416,1160575
64681,707495
1460551,1721633
1054006,377314
1294248,895894
1506752,1186799
1851669,744632
1612490,612332
1381251,1449612
1435685,1855462
1181412,782566
763317,1364222
1601684,228683
924763,1772432
1830987,366358
471239,1417102
1575378,732492
264426,365409
1703962,725143
1820047,455777
776284,782374
72774,836406
1355541,766646
1800879,186704
808632,577976
1307976,411615
58392,596104
1758504,1076158
38112,408251
1633153,1281430
1553345,668788
273618,1170026
497772,696883
420153,730036
1499519,1208368
55391,1722315
1040018,1331685
1530194,719617
850059,1612010
1842322,154552
229397,1238451
615271,612151
529337,1025821
526520,1128027
745253,552052
639779,745875
1353024,121385
211702,1504924
1167716,738946
1066060,451113
1592007,1750737
452397,1420241
293466,672745
1172446,912841
1740062,1471316
6925,744501
1739328,418500
1310163,707218
1748515,625843
137609,536464
51651,253535
1109827,277150
1777781,1241884
754767,1648141
137769,396819
174043,589312
516487,1196768
1775091,542010
1721355,1218786
1375715,1784747
1802391,564648
448610,1800227
239049,763667
639880,156822
997283,1832292
1610161,181089
850222,1403858
318240,919695
904200,1013079
656505,1747837
1397070,949830
1495780,1330636
538369,253682
805478,1110579
1190258,313682
396654,398052
798007,1239701
1576711,779700
1287767,1515382
1410005,1144354
1311032,1643476
483481,824075
154792,1142589
808329,16379
1159790,274058
675896,1062831
696056,1183368
866161,725059
266545,1633833
1063173,724231
1660925,1650608
619860,202457
461444,180514
629651,1176908
190263,212281
1163435,104459
1065139,62559
824835,1192760
1446019,544811
1252336,676459
461698,1820082
421194,470971
1541652,1572363
747044,1103313
453749,213870
1465427,1131103
1764222,1813000
1757774,60447
1494044,1288176
653309,1522871
445395,1250026
1586849,1130753
1753623,1421979
497434,550135
665767,544583
465885,1176696
857057,1196008
164628,1055570
1303120,611911
1775473,96618
718636,409713
1706155,830242
640050,849091
832061,1795249
1778796,1496192
425454,931480
1284707,1575914
1383356,1153183
897055,1001227
75039,429992
1717025,256444
1575710,1122101
1743956,1280909
237263,1232031
1421095,1365869
33150,1787717
1743243,1192520
364389,730457
823856,1505180
1559428,75964
905742,1758244
570071,1173105
1035280,990097
1779878,1678909
706221,1074327
1233898,656142
1052049,936466
1523695,514609
1435142,1311514
466368,835704
1016170,1135306
1311598,1828781
300994,1130781
804423,1428627
1535960,900131
1674802,583524
1053568,1443210
797618,776412
1306005,1511666
385796,1288653
275130,372319
1765020,1003087
1382907,444754
227340,1785889
647737,439205
145816,210460
614839,1077170
1033697,1735216
1786428,504324
1443654,669723
915607,1317662
644352,316398
1382278,1787065
792439,1489797
1202486,1429945
527254,994876
842509,1119537
547015,1572260
1608607,75288
376077,288569
1329326,725519
1481647,291148
961387,440760
1040613,803520
1459171,894034
1257986,723890
1725100,1537827
1206526,1485720
783736,97026
781563,860794
1498907,1357976
1029855,482449
1110424,1229728
1769474,94197
184873,1588669
1161073,1727481
1162374,548051
1740079,1263422
1280264,467447
1804312,901302
1568083,618491
337943,1755369
969248,1592620
1122219,818080
1419579,129146
65863,1506466
1203177,1400711
1047987,1759644
298172,1598988
1273962,944787
1817135,1793891
82240,1112788
922098,835375
43828,991921
662683,1387484
714542,192195
1760013,349343
1170938,1376389
157474,1282358
1552124,199844
1817306,346395
20112,1178533
987833,205191
1608768,541796
1373703,1588218
422344,77316
193349,1078160
114730,546609
